Rank,Symbol,Momentum,Volatility,Score
1,RANBAXY,0.130631,0.02705,4.8292
2,ASIANPAINT,0.152964,0.03288,4.6522
3,SUNPHARMA,0.135697,0.032604,4.1619
4,M&MFIN,0.11382,0.037533,3.0325
5,NATIONALUM,0.112089,0.047089,2.3803
6,HINDUNILVR,0.06596,0.031124,2.1193
7,KTKBANK,0.055177,0.031501,1.7516
8,CAIRN,0.047466,0.041457,1.1449
9,JSWDULUX,0.018395,0.020446,0.8997
10,GODREJCP,0.014775,0.031158,0.4742
11,HEROMOTOCO,0.013441,0.028741,0.4677
12,INGVYSYABK,0.009315,0.034543,0.2697
13,JUBLPHARMA,0.004418,0.022658,0.195
14,EDUCOMP,-0.038392,0.06333,-0.6062
15,BPCL,-0.036782,0.060009,-0.6129
16,GLAXO,-0.018682,0.026929,-0.6938
17,JISLJALEQS,-0.02538,0.036322,-0.6987
18,GOLDTECH,-0.026673,0.035763,-0.7458
19,INDIANB,-0.040145,0.046459,-0.8641
20,ITC,-0.029613,0.032054,-0.9238
