Rank,Symbol,Momentum,Volatility,Score
1,ADANIENT,0.002242,0.000257,8.733
2,OPTOCIRCUI,0.313341,0.046985,6.6689
3,STLTECH,0.177695,0.060505,2.9369
4,GSFC,0.061538,0.044043,1.3972
5,DABUR,0.059039,0.048203,1.2248
6,ESSAROIL,0.085535,0.077946,1.0974
7,FINPIPE,0.066128,0.062608,1.0562
8,GUJALKALI,0.052527,0.063963,0.8212
9,ULTRACEMCO,0.02134,0.045095,0.4732
10,CONCOR,0.016723,0.040934,0.4085
11,RELCAPITAL,0.009546,0.060571,0.1576
12,INDIABULLS,0.000605,0.079549,0.0076
