Rank,Symbol,Momentum,Volatility,Score
1,RANBAXY,0.130631,0.028744,4.5446
2,ASIANPAINT,0.152964,0.034679,4.4108
3,SUNPHARMA,0.135697,0.033831,4.011
4,M&MFIN,0.11382,0.03287,3.4627
5,NATIONALUM,0.112089,0.047708,2.3495
6,HINDUNILVR,0.06596,0.033511,1.9683
7,KTKBANK,0.055177,0.031234,1.7666
8,CAIRN,0.047466,0.043341,1.0952
9,JSWDULUX,0.018395,0.019804,0.9289
10,GODREJCP,0.014775,0.033079,0.4466
11,HEROMOTOCO,0.013441,0.031339,0.4289
12,INGVYSYABK,0.009315,0.03201,0.291
13,JUBLPHARMA,0.004418,0.024166,0.1828
